	Tweets	Date	Source	Likes	RTs
358	(Stan Lee's cause of death revealed, Perry mourns death of friend, Jason Mraz is lucky to have had career in music,… https://t.co/Ixks6Cos35	2018-11-28 14:10:08	BollywoodTales	0	0
359	Stan Lee, creator of Spider-Man and other Marvel superheroes, dead at 95 https://t.co/rOcL9XfW45	2018-11-28 14:09:02	syndwire -2.0	0	0
360	2018 really took away Mac Miller, Stan Lee, &amp; Stephen Hillenburg, I’m sick	2018-11-28 14:08:46	Twitter for iPhone	7	1
361	Marvel Comics legend Stan Lee dies at 95 https://t.co/VdVYSetzGq	2018-11-28 14:08:40	s yndwire 2.0	0	0
362	"First Stan Lee, then Stephen Hillenburg, now “what are those!” Guy.

One Titan after another. https://t.co/fi5fGsBnsZ"	2018-11-28 14:08:21	Tweetbot for iΟS	0	0
363	If You Remember Stan Lee For Anything, Let It Be This Quote https://t.co/ncBHhiJRlB	2018-11-28 14:07:47	syndwire-2.04	0	0
364	We lost Stan Lee, now Steven? 2018 on some huge things.	2018-11-28 14:06:55	Twitter for iPhone	1	0
365	"the creator of sponge bob left bikini bottom at 57 :'(  

first stan lee, now stephen hillenberg...2018, please stop it already"	2018-11-28 14:06:43	Twitter Web Client	0	0
366	Stan Lee died from heart failure – Eyewitness News https://t.co/5zxxPETM3G https://t.co/82dAvQ24Qj	2018-11-28 14:05:58	IFTTT	0	0
367	The newest addition to my collection!  Bought in honor of Stan Lee #captainamerica https://t.co/tWsmzE4tSQ	2018-11-28 14:05:26	LaterMedia	1	0
368	Marvel Legend Stan Lee's Death Certificate Lists Heart Failure as Cause of Death https://t.co/EblMes4e9L	2018-11-28 14:04:09	Crowdfire - Go Big	0	0
369	Stan Lee, creator of Marvel &amp; Stephen Hillenburg, creator of Spongebob are dead now. Someday George Lucas, creator… https://t.co/qTRsMn6C7b	2018-11-28 14:04:01	Twitter for Android	0	0
370	Jesse Watters thinks Stan Lee created Superman. https://t.co/CYc53qfnry	2018-11-28 14:03:50	TweetDeck	60	10
371	"""We live in a diverse society - in fact, a diverse world - and we must learn to live in peace and with respect for… https://t.co/FAyoFIjJHG"	2018-11-28 14:03:33	Twitter Web Client	3	4
372	Stan Lee's 1947 Guide to Writing and Selling Comics | https://t.co/4tMhvLkKls https://t.co/QOwtoOdVrE	2018-11-28 14:02:08	Crowdfire - Go Big	0	0
373	"#RIPStanLee

https://t.co/iYg2HEPHAK

Few people in the comic industry can boast the sort of legacy that Stan Lee l… https://t.co/3mGUWpQYIc"	2018-11-28 14:02:00	Hootsuite Inc.	0	1
374	Trending I didn't realize there was so much leading up to this. He will be sorely missed 💔 https://t.co/FZYLaY8TCX	2018-11-28 14:01:58	Facebook	0	0
375	Wow in just ONE month, Stan Lee, Katherine MacGregor, Kim Porter and Stephen Hillenburg all died... damn November, you good?	2018-11-28 14:01:36	Twitter for iPhone	1	1
376	The title art for the books has been replaced with a small white font at the bottom of the cover, next to a small M… https://t.co/1Kw1yK5daL	2018-11-28 14:01:17	Twitter Web Client	0	0
377	@TweetacularMatt @AFLonghorn @DisFunko I think it's gold chrome Stan Lee... It's gotta be	2018-11-28 14:01:09	Twitter for Android	1	0
378	In honor of Stan Lee, here's a review of the movie Marvel would like you to forget. https://t.co/1s70q3x3jT https://t.co/6l3P6Rv9lh	2018-11-28 14:00:54	WordPress.com	0	0
379	In honor of Stan Lee, here's a review of the movie Marvel would like you to forget. https://t.co/Pn0waOnN4e https://t.co/a0k1akvvQE	2018-11-28 14:00:51	WordPress.com	0	0
380	"Before Stan Lee (Creator of the Superheores &amp; Villans) Died,
The Creator of Spongebob (Stephen Hillenberg) has Passed Away
We Will Miss You."	2018-11-28 14:00:48	Twitter for Android	0	0
381	"Marvel Comics co-creator Stan Lee died on November 12, and his cause of death has just been revealed.

https://t.co/MYfyYUmrel"	2018-11-28 14:00:01	TweetDeck	1	1
382	why did i have a dream w Stan lee &amp; he painted me a painting 😂	2018-11-28 13:59:49	Twitter for iPhone	0	0
383	@MissGinaDarling Stan lee didnt create deadpool but im sure u get the jist. Lol	2018-11-28 13:59:45	Twitter for Android	0	0
384	Obituary: Stan Lee died on November 12th https://t.co/K8jtcjLvys https://t.co/9GgNutILxt	2018-11-28 13:58:11	Buffer	0	0
385	Stan Lee now this Eish..... https://t.co/05f7oKd3Mg	2018-11-28 13:57:46	Facebook	0	0
386	"Why are the creators of our childhood dying? Stan Lee...now
Stephen Hillenburg?! but Legends Never Die...#RIPStanLee #RIPStephen"	2018-11-28 13:56:04	Twitter for iPad	1	0
387	@Nickelodeon @princespence87 First Stan Lee and now Sponge Bob guy. We need to light candles for Brad Bird &amp; Bruce Timm!	2018-11-28 13:55:40	Twitter for iPhone	0	0
388	"Stephen Hillenburg... I love you😫😫😫💗💗💗💗 #spongebob

1. Stan Lee
2. Stephen Hillenburg
3. (walt disney's dead)
4. ??? (Mr Bean???)😫"	2018-11-28 13:55:14	Twitter for Android	2	0
389	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/YaoyyzfUJ5 https://t.co/jJCtEkoc7s	2018-11-28 13:55:11	WordPress.com	0	0
390	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/VNB1wukpvq https://t.co/myWsQQWmGy	2018-11-28 13:55:07	WordPress.com	0	0
391	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/xLqPy2IPcJ https://t.co/5eUGri33gJ	2018-11-28 13:55:03	WordPress.com	0	0
392	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/Fy8wV5QpaT https://t.co/hvUgyW1Ce7	2018-11-28 13:54:59	WordPress.com	0	0
393	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/Q0nTxlVobo https://t.co/87BIqnZ3P6	2018-11-28 13:54:56	WordPress.com	0	0
394	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/e52rmUEyv6 https://t.co/aPbxSnfNYl	2018-11-28 13:54:55	WordPress.com	0	0
395	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/oEVQ1iI5PT https://t.co/1Z66jZEq2q	2018-11-28 13:54:51	WordPress.com	0	0
396	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/U7l5F44ubj https://t.co/qSerxpROvz	2018-11-28 13:54:46	WordPress.com	0	0
397	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/V9rZS0E8Ke https://t.co/IndItc6bHn	2018-11-28 13:54:41	WordPress.com	0	0
398	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/p1LJcrOr7I https://t.co/eibxjyIJaA	2018-11-28 13:54:35	WordPress.com	0	0
399	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/RTE2ovh8ee https://t.co/34U5LWpG2g	2018-11-28 13:54:35	WordPress.com	0	0
400	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/Oj3IJ864C2 https://t.co/hb3MuSiprK	2018-11-28 13:54:29	WordPress.com	0	0
401	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/jvh7wl9r0v https://t.co/eWSa3e2t6z	2018-11-28 13:54:28	WordPress.com	0	0
402	In one month we lost Stan Lee and Stephen Hillenberg. Two childhood heroes. 2018 was a rough one	2018-11-28 13:54:25	Tweetbot for iΟS	2	1
403	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/etoqmBBu3B https://t.co/WTj8HoADXV	2018-11-28 13:54:24	WordPress.com	0	0
404	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/0Wk7DYXMwT https://t.co/VlckHdduKs	2018-11-28 13:54:23	WordPress.com	0	0
405	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/t0cvZ7kd56 https://t.co/qOwiBm6QQz	2018-11-28 13:54:18	WordPress.com	0	0
406	The internet goes nuts from the death of Stan lee , but not for Stephen hillenburg. The man who gave us countless meme formats .....	2018-11-28 13:54:13	Twitter for iPhone	0	0
407	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/nF4VXBLl3E https://t.co/oZiUQADOZX	2018-11-28 13:54:12	WordPress.com	0	0
408	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/X94WNmeHjF https://t.co/1EGOdhPhc8	2018-11-28 13:54:04	WordPress.com	0	0
409	"Stan Lee
Stephen Hillenburg 

What creator is next?!"	2018-11-28 13:54:03	Twitter for iPhone	2	1
410	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/AAD63k4Hps https://t.co/Xo7RcEAR5a	2018-11-28 13:53:59	WordPress.com	0	0
411	Stan Lee’s Death Certificate Confirms Marvel Comics Legend Had Heart Failure https://t.co/lxq9rUyfCF https://t.co/DNmWNaFHzp	2018-11-28 13:53:54	WordPress.com	0	0
412	Rest in Peace, Stephen Hillenburg. Thank you for being a part of my childhood. You will be sorely missed. We’ll nev… https://t.co/dLVW1TH3IZ	2018-11-28 13:53:45	Twitter for iPhone	1	0
413	@RealBrickPal We have to cherish these movies because there the last Stan lee cameos ;(	2018-11-28 13:53:10	Twitter for iPhone	1	0
414	Stan Lee's cause of death revealed https://t.co/uRv22Pgks6 https://t.co/jnE21g7wnQ	2018-11-28 13:53:04	Spredfast app	0	2
415	STAR'S ARE SPEAKING OUT ABOUT THE PASSING OF STAN LEE https://t.co/rk5gcVayDS	2018-11-28 13:52:32	Facebook	0	0
416	Stan Lee's Cause of Death Revealed https://t.co/CZ5kL8oYtf	2018-11-28 13:52:29	Twittimer	9	0
417	@Nickelodeon What, first stan lee and now him, this is terrible	2018-11-28 13:51:03	Twitter for Android	0	0
418	Marvel Stars React To Stan Lee's Death https://t.co/3CSZIRYbu1 via @YouTube	2018-11-28 13:50:14	Twitter Web Client	0	0
419	"Bruh what is going on, first Stan Lee, then the creator of Spongebob and now I just seen the guy who started ""What… https://t.co/123CNumY88"	2018-11-28 13:50:01	Twitter for iPhone	1	0
420	@IsaacTan5 Stan Lee	2018-11-28 13:49:50	Twitter for iPhone	0	0
421	"Stan Lee's Cause of Death Revealed
 https://t.co/kd4aeBMPlF"	2018-11-28 13:48:15	Twitter for iPhone	0	0
422	All I want for the finale of Avengers 4, is for everyone to celebrate their victory in that Shawarma place in the N… https://t.co/KHBY1f8RCA	2018-11-28 13:47:14	Twitter for Android	0	0
423	"Marvel Comics creator Stan Lee's cause of death revealed

https://t.co/kiyS7sXmIX"	2018-11-28 13:47:02	Twitter for iPhone	0	1
424	First Stan Lee and now the creator of Spongebob?? Great minds that will be truly missed #ripmychildhood	2018-11-28 13:47:02	Twitter for iPhone	0	0
425	@whindersson Stan lee morreu	2018-11-28 13:46:53	Twitter for Android	0	0
426	I added a video to a @YouTube playlist https://t.co/T17SEMpjmw Stan Lee Tribute Piece	2018-11-28 13:46:31	Google	0	0
427	@ScottCollura Thank you for the recommendation. I was hoping it would be as amazing as it looked. Spider-Man has be… https://t.co/A8hTD0PwKM	2018-11-28 13:45:51	Twitter for iPhone	0	0
428	Fuck 2018. Stephen Hawking died, Stan Lee died and now Stephen Hillenburg died.😭	2018-11-28 13:45:42	Twitter for Android	0	0
429	First Stan Lee, now the creator of Spongebon 😩😩😩🤕🤕 wtffff	2018-11-28 13:45:35	Twitter for iPhone	0	0
430	"@DingDongVG ""EEL NATS""
from Spiderman from 2000
unlocked every spideysuit and level in the game. It's also how I fo… https://t.co/peLzr0AOmc"	2018-11-28 13:44:42	Twitter Web Client	0	0
431	did i mention that I love Lee Chan? He deserve to be recognized by many. He's talented. He can dance, rap, ang sing… https://t.co/NGLoJjz7E0	2018-11-28 13:44:22	Twitter Web Client	0	0
432	"Tf is happening bro ! 
Our childhood is dying 🥺 Stan Lee then the creator of spongebob what’s next man."	2018-11-28 13:43:16	Twitter for iPhone	1	0
433	Stan Lee's cause of death revealed, Perry mourns death of friend, Jason Mraz is lucky to have had career in music,… https://t.co/2hZ2qT7fGu	2018-11-28 13:42:51	IFTTT	0	0
434	Lost Stan Lee and Stephen Hillenburg in the same month...... my childhood is dead	2018-11-28 13:42:40	Twitter for iPhone	3	0
435	@KristianHarloff Is there a Stan lee cameo in the film?	2018-11-28 13:41:48	Twitter for iPhone	0	0
436	"Love the invitation as well, great tribute and article #Marvel
A Tribute To The Marvelous #StanLee | @David_Mullich https://t.co/98OhH2aP33"	2018-11-28 13:40:04	Hootsuite Inc.	2	1
437	I liked a @YouTube video https://t.co/nY3cSc8J3y STAN LEE!! | Spider-Man - Part 2	2018-11-28 13:37:56	Google	0	0
438	Stan Lee's Cause Of Death Revealed As Heart, Respiratory Failure - HuffPost https://t.co/lhH2HXQ22B	2018-11-28 13:36:12	IFTTT	0	0
439	First Stan Lee and now Stephen Hillenburg?? What's with November and messing with our emotions	2018-11-28 13:34:23	Twitter for iPhone	0	0
440	Was this a subject of controversy? 🤷🏼‍♂️ https://t.co/K7H3TylXj6	2018-11-28 13:34:15	Twitter for iPhone	0	0
441	Farewell Stan Lee - Tributes To Late MARVEL Comics Legend https://t.co/lYcgKNE47w via @YouTube	2018-11-28 13:34:03	Twitter Web Client	0	0
442	@MrChuckD Stan Lee was definitely due that - he made a huge impact on the world. Partly because he wrote some popul… https://t.co/b9uuHlFIcl	2018-11-28 13:33:45	Twitter Lite	1	0
443	"📻#Bene_FM

Last song of the evening. Thank you for joining me! I hope everyone had a great day and will have a good… https://t.co/4U0JAIKxV1"	2018-11-28 13:33:16	Twitter Web Client	0	2
444	"COMIC NEWS INSIDER 906 - A Stan Lee Tribute! https://t.co/qx2SYN8hEN
#ComicNewsInsider
#StanLee"	2018-11-28 13:32:21	TweetDeck	2	1
445	"| GC emojis |

🌙- m(ess)arvellous rp

☀️- the slutvengers 

🔪- Marvel Mafia Mess

📚- Stan Lee High

🥃 - Van Dyne’s… https://t.co/LCqzw0YDOc"	2018-11-28 13:32:14	Twitter for iPhone	1	0
446	With the deaths of Stan Lee and Stephen Hillenburg, I've noticed we (I do it too) tend to thank them for their cont… https://t.co/b7wM4ldOIi	2018-11-28 13:32:03	Twitter for Android	3	2
447	📹 Stan Lee Tribute Piece https://t.co/HR2ahqzBSc	2018-11-28 13:30:50	Tumblr	0	0
448	Stephen Hillenburg and Stan Lee’s deaths have taught me that there are more deserving people to fcking die	2018-11-28 13:30:26	Twitter for iPhone	0	0
449	Stan Lee's Cause of Death Has Been Made Public https://t.co/OBYXqQyfPu https://t.co/ORoR0obHTR	2018-11-28 13:30:05	Buffer	8	5
450	Okay I'm going to be out of character just for a minute I wanted to say that we lost a hreat number of good people… https://t.co/sUNeZRdrpd	2018-11-28 13:29:45	Twitter for Android	1	0
451	Stan Lee Tribute Piece https://t.co/uUkDzr7ngM via @YouTube	2018-11-28 13:29:45	Twitter Web Client	0	0
452	Damn i forgot Stan Lee died RIP	2018-11-28 13:28:48	Twitter for iPhone	0	0
453	When Spider Man (1967) Meets Metal: Stan Lee Tribute [Video] #Yeah 🤟 https://t.co/Z4WSAiMNsj https://t.co/tqq3hZlRhy	2018-11-28 13:28:21	IFTTT	0	0
454	"@Villie__ i know right?
first stan lee
now stephen hillenburg
;-;"	2018-11-28 13:27:59	Twitter Web Client	0	0
455	First Stan Lee, and now Stephen Hillenburg!? Damn, must the Reaper take whom we admire?!!	2018-11-28 13:27:52	Twitter Web Client	0	0
456	@hunter_gnome Good I fking love stan Lee. I just can't stop a hating everything else. @PapaJohns I hate you.	2018-11-28 13:26:54	Twitter for Android	1	1
457	Stephen Hawking Robbie Rotten Stan Lee Stephen Hillenburg all great people that died this year #StephenHillenburg… https://t.co/t6b1ixXhAA	2018-11-28 13:25:28	Twitter for Android	1	1
458	Did we really just lose Stan Lee AND Stephen Hillenburg in the same month??	2018-11-28 13:25:21	Twitter for iPhone	0	1
459	Before you die,I have an important message to you.Thank you for making our childhood awesome not only making childh… https://t.co/Tnjr2W6bBE	2018-11-28 13:25:16	Twitter for Android	0	0
460	Stan Lee is not the creator of Marvel https://t.co/wnhRk641FI	2018-11-28 13:24:54	Twitter for iPhone	1	0
461	Stan Lee, Marvel Comics visionary, dead at 95 https://t.co/DiL6md8ZBF via @YouTube	2018-11-28 13:24:48	Twitter Web Client	0	0
462	I REALLY wanted to meet Stan Lee😥😥	2018-11-28 13:24:29	Twitter for iPhone	0	0
463	Europe Edition: Jamal Khashoggi, North Korea, Stan Lee: Your Tuesday Briefing https://t.co/6fM8OtO1g7	2018-11-28 13:23:14	syndwire-2.08	0	0
464	New from the Phil's Quick Capsule Review: https://t.co/Ap7bjOMFPh	2018-11-28 13:23:03	Facebook	0	0
465	I liked a @YouTube video https://t.co/Mxet4MbZlp What's wrong with Bill Maher's criticism of Stan Lee?	2018-11-28 13:22:01	Google	0	0
466	Draw My Life : Stan Lee  (Tribute) https://t.co/7mbNCIXq16 via @YouTube	2018-11-28 13:21:47	Twitter Web Client	0	0
467	@Nickelodeon Well their goes what was left of my childhood after Stan Lee died   RIP	2018-11-28 13:20:34	Twitter for iPhone	0	0
468	First Stan Lee now Stephen Hillenburg 😢	2018-11-28 13:19:46	Twitter for iPhone	2	0
469	Stan Lee in photos: The life and times of the most legendary man in comics | The Independent https://t.co/x1CpugZUwp	2018-11-28 13:18:04	Crowdfire - Go Big	0	0
470	@HatredMcgee I can't not read everything you say in Stan Lee's voice	2018-11-28 13:17:40	Twitter for Android	0	0
471	@JHarv_41 And what about stan lee	2018-11-28 13:17:02	Twitter for iPhone	0	0
472	"The death of memes, Stan Lee and Stephen Hillenburg
This is one morbid year"	2018-11-28 13:14:26	Twitter for Android	0	0
473	"Why is everyone fucking dying this year
xxxtentacion 
Stefan karl
Stan Lee
Stephen Hillinburg 
Like holy shit https://t.co/dc985YNoQD"	2018-11-28 13:14:25	Twitter for iPhone	0	0
474	Legends really dying now 🤧😔 first we had Stan Lee now Stephen Hillenburg RIP	2018-11-28 13:12:59	Twitter for iPhone	0	0
475	Stan Lee's Cause of Death Revealed https://t.co/MQQzhEYK3t https://t.co/mnpDi56Vrn	2018-11-28 13:12:57	WordPress.com	0	0
476	Stan Lee's Cause of Death Revealed https://t.co/lKEH0ZkDRc	2018-11-28 13:12:47	Twitter for Android	0	0
477	stephen hawking, stefan karl, stan lee, and stephen hillenburg all died this year. my prediction for who's next is… https://t.co/56onuBll87	2018-11-28 13:12:25	Twitter for iPhone	31	5
478	First it was Stan Lee, and now it's Stephen Hillenburg. What the fvck is happening:(((	2018-11-28 13:12:24	Twitter for Android	0	0
479	"@Traditional2D 😭😭😭😭😭😭😭
R u serious?!? 
D man who created d underwater world of Spongebob Squarepants.
1st is Carrie… https://t.co/a8f545A7Vz"	2018-11-28 13:12:09	Mobile Web (M2)	0	0
480	@danierruu @MacMiller Stan Lee	2018-11-28 13:11:59	Twitter for Android	1	0
481	miss the X-Men. Magnetto, wolverine. Damn Stan Lee really brought those characters to life.	2018-11-28 13:11:44	Twitter for Android	0	0
482	We may take a moment and remember Stephen Hillenburg, The creator of the what are those meme, as they have both die… https://t.co/KTvXpDm6RY	2018-11-28 13:11:36	Twitter Web Client	0	0
483	@Nickelodeon And Stan lee :(	2018-11-28 13:10:50	Twitter for iPhone	0	0
484	First Stan Lee and now Stephen Hillenburg. 💔😭	2018-11-28 13:09:16	Twitter Lite	0	0
485	"First Stan Lee
Now Stephen Hillenburg
So many legends pass away this year"	2018-11-28 13:08:53	Twitter for Android	2	0
486	May cameo pa si Stan Lee sa Ralph Breaks the Internet 😢	2018-11-28 13:08:23	Twitter for iPhone	0	0
487	RIP stan lee creator of spongebob squarepants	2018-11-28 13:07:19	Twitter Web Client	1	0
488	Marvel Comics creator Stan Lee's cause of death revealed https://t.co/2nDsxTDdhV	2018-11-28 13:06:53	Facebook	1	0
489	"@stan_underrated Lee Dong Min
Lee Jong Suk
Lee Te Hwan in one pic...i just cant finf the orig photo uwu! the #LeeActors"	2018-11-28 13:06:51	Twitter for Android	1	0
490	@colliderfrosty Was Stan Lee in it?	2018-11-28 13:06:37	Twitter for iPhone	0	0
491	When Spider Man (1967) Meets Metal: Stan Lee Tribute [Video] https://t.co/fAynBh00Gs	2018-11-28 13:06:14	IFTTT	0	0
492	Can Stan Lee please be the @TIME person of the year??	2018-11-28 13:06:06	Twitter for Android	0	0
493	"What Stan Lee Knew About Managing Creative People https://t.co/MDEc5HSl0x
#Management #StanLee #learning"	2018-11-28 13:05:20	Hootsuite	2	2
494	@danierruu @MacMiller Pls do Stan lee, I'd purchase the heck out of it	2018-11-28 13:04:54	Twitter for Android	0	0
495	A short thank you video to Stan Lee. Thank you for creating such wonderful characters and give birth to this fantas… https://t.co/tBiped9QvE	2018-11-28 13:04:19	Instagram	0	0
496	@Carrie_Kelly17 @Catheri75157424 @mrwalsh__ People with pneumonia at old age doesn’t seem to last very long, case i… https://t.co/jzTSOEwt6b	2018-11-28 13:02:55	Twitter for iPhone	0	0
497	R.I.P Mr. Stan Lee	2018-11-28 13:02:46	Twitter for Android	0	0
498	"so stan lee is gone,, 
and now stephen hilenberg as well. 
childhood heroes"	2018-11-28 13:02:35	Twitter for Android	4	0
499	Unfortunately, 2018 continues to provide reminders of why good estate planning is so important. Stan Lee was no exc… https://t.co/efo1T8ka31	2018-11-28 13:02:22	Facebook	0	0
500	Stan Lee's Cause of Death Revealed: Cardiac Arrest, Respiratory and Congestive Heart Failure https://t.co/48D6CulIDf	2018-11-28 13:01:54	Twitter for Android	0	0
501	"I just found out that the spongebob creator died yesterday. And after Stan Lee I give up. 

2018 hurts me a lot.

A… https://t.co/IoOFRdaAHV"	2018-11-28 13:01:10	Twitter for Android	0	0
502	Just to point out, we've lost Aretha Franklin, Chas Hodges, Ray Wilkins, Stephen Hawking, Davide Astori, Stan Lee,… https://t.co/MSapfw5eGA	2018-11-28 13:00:48	Twitter Web Client	1	0
503	Stan Lee’s cause of death revealed https://t.co/HBpUhTBFCf https://t.co/joF6v2jkK8	2018-11-28 13:00:44	WordPress.com	0	0
504	We just lost 2 our childhood legends this Year. RIP Stan Lee &amp; Stephen Hillenburg 😢	2018-11-28 13:00:09	Twitter for Android	0	0
505	Jeez, this year sure isnt a good one. We had the actor of Robbie Rotten die, then we had Stan Lee and now also the… https://t.co/SrNQTderR6	2018-11-28 13:00:04	Twitter for Android	1	0
506	A short thank you video to Stan Lee. Thank you for creating such wonderful characters and give birth to this fantas… https://t.co/cWjmmZ9hqP	2018-11-28 13:00:04	Instagram	0	0
507	Marvel Comics’ Stan Lee’s Cause Of Death Revealed https://t.co/CUe2Lxwyp0 https://t.co/jOUwWTvhGo	2018-11-28 13:00:01	TweetDeck	0	1
508	@Nathorix Why is everyone dying in 2018, XXXTentacion, Stephen Hawking, Stefan Karl, Lil Peep, Stan Lee and now this guy.	2018-11-28 12:57:14	Twitter for Android	2	0
509	@boringcompany @Nickelodeon May he Rest In Peace lost another man this year lost xxxtentacion Stan lee	2018-11-28 12:55:18	Twitter for iPhone	0	0
510	When Spider Man (1967) Meets Metal: Stan Lee Tribute [Video] https://t.co/J2C14PBa6Z https://t.co/o6WW03Dv4v	2018-11-28 12:54:06	WordPress.com	1	0
511	Comic Book Legend Stan Lee’s Legacy Lives on at UW American Heritage Center https://t.co/G4bSZ7E65j https://t.co/IY4qeDKSHE	2018-11-28 12:54:02	Buffer	0	0
512	Stan Lee of cardiac arrest, respiratory and congestive heart failure. https://t.co/VLrsRkyHne https://t.co/k7AbzKpmXT	2018-11-28 12:54:00	WordPress.com	0	0
513	Marvel legend Stan Lee's cause of death released, details inside - Republic World https://t.co/4bMpFQbczb	2018-11-28 12:53:29	Twitter Web Client	0	0
514	Mac Miller, Stan Lee, and now Stephen Hillenburg? 2018 gotta fucking go.	2018-11-28 12:53:08	Twitter for iPhone	0	0
515	BIGHIT IS NOT BTS AND BTS IS NOT BIGHIT.Lee Byung-Hun might have some conflicts with the management before but not… https://t.co/YTXRHjz3E7	2018-11-28 12:52:56	Twitter for iPhone	0	0
516	"Stan lee is dead 
Stephen Hillenburg is dead
And 6ix9ine is snitching 
What is the world coming too?"	2018-11-28 12:52:34	Twitter for iPhone	0	0
517	"Stan Lee's Cause of Death Revealed
https://t.co/0oaRsJNcje

Stan Lee's official cause of death has been revealed. B… https://t.co/aMghswnK9A"	2018-11-28 12:52:26	http://infoforyour.com/	1	1
518	"First stan lee,and now Stephen hillenburg
god,those are the creators of my child hood superheroes,Rip stan and step… https://t.co/VIPHIrGWUU"	2018-11-28 12:52:19	Twitter for Android	1	0
519	@TheTweetOfGod Come on dude you took out Stan Lee &amp; the creator of Spongebob. Stop taking the good ones and get 45.… https://t.co/oVh06vGgTW	2018-11-28 12:52:08	Twitter for Android	0	0
520	@kenradio Stan Lee or Freddie Mercury, may they both Rest In Peace.	2018-11-28 12:52:07	Twitter for iPad	0	0
521	tbh i dont think ive ever seen a picture of young stan lee	2018-11-28 12:50:39	Twitter for iPad	1	0
522	Stan Lee's Cause of Death Revealed https://t.co/TzdxWn7nsS https://t.co/fhnNx6J0Iy	2018-11-28 12:50:29	WordPress.com	0	0
523	"First, it was Stan Lee.
NOW IT'S STEPHEN HILLENBURG?!?!? 😭😭😭"	2018-11-28 12:50:00	Twitter for Android	8	0
524	We already lost Stan Lee. We don't wanna lose more💔 https://t.co/UZElqkPdin	2018-11-28 12:49:28	Twitter for Android	0	0
525	@peaceforchange Pls don’t respond to such good for nothing trolls who would twist your words &amp; later misquote them,… https://t.co/gc8vat5Epz	2018-11-28 12:49:11	Twitter for iPhone	0	0
526	Rest in peace Stephen Hillenburg and Stan Lee!	2018-11-28 12:48:54	Twitter for iPhone	0	0
527	"Stan Lee's official cause of death has been revealed. 

https://t.co/MJzKdFg9kR https://t.co/7f7uxkd8DY"	2018-11-28 12:48:49	Buffer	47	7
528	@jlvis_kenshiro Fought Stan lee today ?	2018-11-28 12:48:34	Twitter for iPhone	0	0
529	First X.      Then Stan lee.       Now Stephen Hillenburg	2018-11-28 12:48:03	Twitter for iPhone	0	0
530	We lost 2 of our childhood legends this year. Thank you for bringing the Happiness to Everyone, Rest In Peace Stan… https://t.co/Jy8hkiKEBg	2018-11-28 12:47:57	Twitter for Android	2	1
531	I liked a @YouTube video https://t.co/ZrLPYtzDSw Random Live Chat 1st Attempt and Remembering Stan Lee	2018-11-28 12:47:37	Google	0	0
532	Damn what happened to 2018? Stephen Hillenburg and Stan Lee are dead, we're being killed off by lettuce, and the in… https://t.co/RCAi9PDjhq	2018-11-28 12:47:37	Twitter for Android	0	1
533	@fowlerboy5 But was he will his be know just like Stan  lee	2018-11-28 12:45:10	Twitter for iPhone	0	0
534	Man Stan Lee really gone bruh	2018-11-28 12:44:53	Twitter for iPhone	0	0
535	Marvel co-creator Stan Lee’s cause of death revealed https://t.co/Rg8ILnHV2u https://t.co/EVgijf2vwP	2018-11-28 12:43:11	WordPress.com	0	0
536	Stan Lee's cause of death revealed https://t.co/0qo5ywhdea via @YahooEnt	2018-11-28 12:43:09	Twitter Web Client	0	0
537	Marvel co-creator Stan Lee’s cause of death revealed https://t.co/sjpgxr4K6r https://t.co/J9EEYw30PN	2018-11-28 12:43:08	WordPress.com	0	0
538	Marvel co-creator Stan Lee’s cause of death revealed https://t.co/Jg7z5DK1L9 https://t.co/ibBE8lmnV5	2018-11-28 12:43:06	WordPress.com	0	0
539	Marvel co-creator Stan Lee’s cause of death revealed https://t.co/hwiirrKn0e https://t.co/k3I8OKgrp3	2018-11-28 12:43:03	WordPress.com	0	0
